"o","d","all","bicycle","foot","car_driver","train"
"E02003056","E02006887",169,7,19,77,3
"E02003056","E02006888",20,0,3,12,0
"E02003056","E02006889",51,5,3,33,0
"E02003057","E02003019",57,1,1,45,0
"E02003057","E02003034",21,1,4,12,0
"E02003057","E02003036",56,2,3,19,0
"E02003057","E02003037",29,1,0,19,0
"E02003057","E02003043",314,24,32,132,0
"E02003057","E02003046",24,0,2,17,0
"E02003057","E02003047",57,0,8,42,0
"E02003057","E02003049",26,0,2,20,0
"E02003057","E02003050",140,6,20,79,0
"E02003057","E02003052",104,6,20,62,1
"E02003057","E02003054",43,1,0,38,0
"E02003057","E02003056",40,0,2,33,0
"E02003057","E02003057",216,3,115,81,0
"E02003057","E02003058",23,1,4,14,0
"E02003057","E02003059",101,5,23,61,0
"E02003057","E02003060",20,1,8,9,0
"E02003057","E02003064",48,0,8,30,0
"E02003057","E02003070",25,0,0,21,0
"E02003057","E02003093",20,0,4,15,0
"E02003057","E02003094",30,0,2,23,0
"E02003057","E02003100",23,1,0,19,0
"E02003057","E02003106",45,0,1,27,11
"E02003057","E02006887",153,12,19,78,2
"E02003057","E02006889",50,2,3,41,0
"E02003058","E02003005",20,0,0,19,0
"E02003058","E02003014",29,0,0,24,0
"E02003058","E02003019",55,1,1,48,1
"E02003058","E02003024",32,0,2,26,0
"E02003058","E02003025",22,1,2,14,0
"E02003058","E02003032",23,0,1,19,0
"E02003058","E02003034",55,5,3,31,0
"E02003058","E02003036",81,3,4,22,0
"E02003058","E02003040",22,0,1,18,0
"E02003058","E02003043",420,16,27,184,0
"E02003058","E02003046",76,1,3,61,0
"E02003058","E02003047",39,1,2,31,0
"E02003058","E02003049",86,7,2,60,0
"E02003058","E02003050",115,1,11,79,0
"E02003058","E02003052",56,3,1,49,0
"E02003058","E02003053",74,0,18,40,0
"E02003058","E02003054",109,5,17,74,0
"E02003058","E02003056",131,6,7,98,0
"E02003058","E02003057",87,1,2,75,0
"E02003058","E02003058",274,5,134,110,0
"E02003058","E02003059",114,8,11,72,0
"E02003058","E02003060",66,0,14,44,1
"E02003058","E02003063",75,1,26,41,0
"E02003058","E02003064",56,4,7,33,0
"E02003058","E02003068",21,0,0,18,0
"E02003058","E02003070",26,2,0,24,0
"E02003058","E02003094",44,1,1,34,0
"E02003058","E02003100",41,0,3,36,0
"E02003058","E02003106",48,3,0,45,0
"E02003058","E02003107",20,1,0,12,1
"E02003058","E02003108",26,0,0,25,0
"E02003058","E02003110",21,0,0,20,0
"E02003058","E02006887",298,11,21,158,1
"E02003058","E02006889",86,1,2,68,0
"E02003059","E02003019",39,0,0,34,0
"E02003059","E02003036",41,4,3,17,0
"E02003059","E02003043",248,12,24,115,0
"E02003059","E02003046",23,0,0,18,0
"E02003059","E02003047",51,0,3,38,0
"E02003059","E02003049",32,3,0,24,0
"E02003059","E02003050",117,4,7,61,1
"E02003059","E02003052",82,6,10,53,0
"E02003059","E02003054",33,1,1,21,0
"E02003059","E02003056",62,0,6,46,0
"E02003059","E02003057",86,2,23,51,0
"E02003059","E02003058",31,0,5,16,0
"E02003059","E02003059",153,5,67,69,0
"E02003059","E02003061",21,1,7,12,0
"E02003059","E02003062",23,1,16,5,0
"E02003059","E02003064",55,0,16,30,0
"E02003059","E02003070",23,0,1,21,1
"E02003059","E02003094",24,1,2,17,0
"E02003059","E02003100",27,0,0,24,0
"E02003059","E02003106",30,1,0,25,2
"E02003059","E02003107",23,1,0,17,0
"E02003059","E02006887",156,11,5,94,1
"E02003059","E02006889",31,3,0,21,0
"E02003060","E02002985",42,1,3,33,0
"E02003060","E02002987",31,1,2,26,0
"E02003060","E02003014",40,1,0,35,0
"E02003060","E02003015",21,1,1,16,0
"E02003060","E02003019",91,2,1,78,0
"E02003060","E02003024",30,1,6,18,0
"E02003060","E02003025",26,2,0,21,0
"E02003060","E02003032",21,0,0,20,0
"E02003060","E02003034",42,1,0,25,0
"E02003060","E02003036",96,3,3,33,0
"E02003060","E02003037",23,1,0,13,2
"E02003060","E02003040",24,1,0,22,0
"E02003060","E02003041",30,1,0,15,0
"E02003060","E02003043",456,16,23,167,3
"E02003060","E02003046",97,6,5,71,0
"E02003060","E02003047",36,3,3,25,0
"E02003060","E02003049",159,10,11,116,1
"E02003060","E02003050",113,6,4,83,0
"E02003060","E02003052",72,2,2,59,0
"E02003060","E02003053",85,1,5,59,0
"E02003060","E02003054",193,7,37,110,0
"E02003060","E02003056",50,0,2,45,0
"E02003060","E02003057",42,1,0,38,0
"E02003060","E02003058",130,4,26,82,0
"E02003060","E02003059",82,2,2,68,0
"E02003060","E02003060",278,2,152,102,1
"E02003060","E02003063",37,0,2,35,0
"E02003060","E02003064",58,3,0,49,0
"E02003060","E02003068",24,0,0,22,0
"E02003060","E02003070",22,0,0,21,0
"E02003060","E02003094",59,1,0,44,0
"E02003060","E02003100",49,2,0,44,0
"E02003060","E02003106",68,1,1,52,1
"E02003060","E02003107",43,2,0,33,0
"E02003060","E02003108",48,0,0,44,0
"E02003060","E02003121",26,0,0,21,0
"E02003060","E02006887",358,17,18,170,0
"E02003060","E02006888",20,0,1,16,0
"E02003060","E02006889",94,7,2,68,0
"E02003061","E02003014",26,2,0,23,0
"E02003061","E02003019",31,0,1,26,0
"E02003061","E02003034",21,0,1,14,0
"E02003061","E02003036",54,1,2,13,0
"E02003061","E02003043",185,8,9,70,1
"E02003061","E02003046",30,1,2,22,0
"E02003061","E02003047",46,3,1,25,0
"E02003061","E02003049",31,2,0,22,0
"E02003061","E02003050",127,5,6,68,0
"E02003061","E02003052",73,5,4,50,0
"E02003061","E02003054",27,0,1,18,0
"E02003061","E02003056",38,2,0,27,0
"E02003061","E02003057",110,1,40,59,0
"E02003061","E02003058",27,1,3,11,0
"E02003061","E02003059",102,0,28,58,0
"E02003061","E02003060",20,0,3,10,0
"E02003061","E02003061",76,2,42,25,0
"E02003061","E02003064",54,1,7,28,0
"E02003061","E02003068",23,0,0,20,0
"E02003061","E02003070",25,1,0,20,0
"E02003061","E02003094",29,0,4,21,0
"E02003061","E02003106",28,0,0,22,2
"E02003061","E02006887",105,4,7,50,0
"E02003061","E02006889",33,1,2,25,0
"E02003062","E02003014",42,0,1,37,1
"E02003062","E02003019",43,0,2,28,0
"E02003062","E02003024",26,0,7,14,0
"E02003062","E02003036",37,2,1,9,0
"E02003062","E02003043",167,7,6,59,0
"E02003062","E02003046",43,3,0,31,0
"E02003062","E02003047",33,2,3,18,0
"E02003062","E02003049",33,2,1,22,0
"E02003062","E02003050",111,5,4,56,0
"E02003062","E02003052",67,9,0,45,0
"E02003062","E02003054",33,0,0,20,0
"E02003062","E02003056",38,3,4,21,0
"E02003062","E02003057",77,3,15,45,0
"E02003062","E02003058",50,3,5,31,0
"E02003062","E02003059",118,1,51,55,0
"E02003062","E02003061",27,0,17,8,0
"E02003062","E02003062",75,0,52,14,0
"E02003062","E02003064",73,0,33,30,0
"E02003062","E02003068",25,0,0,20,0
"E02003062","E02003094",25,0,0,22,0
"E02003062","E02003107",24,1,0,18,0
"E02003062","E02006887",101,3,4,51,2
"E02003062","E02006889",28,1,2,17,0
"E02003063","E02002985",22,1,0,20,0
"E02003063","E02003005",24,1,0,19,0
"E02003063","E02003014",23,0,0,23,0
"E02003063","E02003019",57,0,1,51,0
"E02003063","E02003034",37,1,4,20,0
"E02003063","E02003036",80,2,1,22,0
"E02003063","E02003040",25,0,2,22,0
"E02003063","E02003043",305,10,10,149,0
"E02003063","E02003046",38,0,1,32,0
"E02003063","E02003047",37,2,0,30,0
"E02003063","E02003049",51,4,0,46,0
"E02003063","E02003050",98,1,4,84,0
"E02003063","E02003052",63,4,0,52,0
"E02003063","E02003053",52,0,5,35,0
"E02003063","E02003054",88,2,4,70,0
"E02003063","E02003056",64,3,3,45,0
"E02003063","E02003057",83,0,1,73,0
"E02003063","E02003058",169,2,40,109,0
"E02003063","E02003059",89,7,4,68,0
"E02003063","E02003060",31,2,1,26,0
"E02003063","E02003063",168,1,60,101,0
"E02003063","E02003064",93,2,21,65,0
"E02003063","E02003068",29,0,0,26,0
"E02003063","E02003070",24,1,1,19,0
"E02003063","E02003100",35,0,0,33,0
"E02003063","E02003106",52,1,0,43,0
"E02003063","E02003108",26,0,0,24,0
"E02003063","E02006887",254,9,10,149,2
"E02003063","E02006889",78,0,1,61,0
"E02003064","E02003014",28,2,1,18,0
"E02003064","E02003019",44,0,0,38,0
"E02003064","E02003024",23,1,12,7,0
"E02003064","E02003036",36,1,2,9,0
"E02003064","E02003043",176,12,8,60,0
"E02003064","E02003046",30,0,3,22,0
"E02003064","E02003047",43,2,2,24,0
"E02003064","E02003049",36,2,0,16,0
"E02003064","E02003050",124,2,12,64,0
"E02003064","E02003052",51,2,0,34,0
"E02003064","E02003053",24,0,1,15,0
"E02003064","E02003054",36,1,5,21,0
"E02003064","E02003056",70,4,4,43,0
"E02003064","E02003057",56,1,10,35,0
"E02003064","E02003058",56,0,15,30,0
"E02003064","E02003059",109,1,33,54,0
"E02003064","E02003062",27,0,17,6,0
"E02003064","E02003063",27,0,10,15,0
"E02003064","E02003064",173,2,117,43,0
"E02003064","E02003100",24,0,0,17,0
"E02003064","E02003106",23,2,1,13,1
"E02003064","E02006887",77,5,2,44,1
"E02003064","E02006889",20,1,0,17,0
"E02003065","E02003014",74,2,0,66,0
"E02003065","E02003015",54,1,2,50,0
"E02003065","E02003017",24,0,0,21,0
"E02003065","E02003019",116,4,0,105,0
"E02003065","E02003036",34,1,1,22,0
"E02003065","E02003037",35,1,0,34,0
"E02003065","E02003041",21,0,0,20,0
"E02003065","E02003043",278,9,1,210,1
"E02003065","E02003047",20,0,2,16,0
"E02003065","E02003050",20,0,2,16,0
"E02003065","E02003052",32,0,1,28,0
"E02003065","E02003065",567,10,243,271,0
"E02003065","E02003066",137,2,38,90,0
"E02003065","E02003067",239,15,77,127,0
"E02003065","E02003068",101,5,0,87,0
"E02003065","E02003070",142,13,4,109,0
"E02003065","E02003072",60,0,2,53,0
"E02003065","E02003073",24,0,0,19,0
"E02003065","E02003075",24,0,0,22,0
"E02003065","E02003094",71,1,2,53,0
"E02003065","E02003098",27,0,0,26,0
"E02003065","E02003100",79,0,2,71,0
"E02003065","E02003106",116,1,0,109,0
"E02003065","E02003107",43,0,0,42,1
"E02003065","E02006887",129,4,2,89,3
"E02003065","E02006889",20,0,0,20,0
"E02003066","E02003014",38,1,0,37,0
"E02003066","E02003019",71,0,0,67,0
"E02003066","E02003036",20,0,0,14,0
"E02003066","E02003037",23,0,0,20,0
"E02003066","E02003043",190,2,1,152,0
"E02003066","E02003065",296,7,38,200,0
"E02003066","E02003066",194,3,70,109,0
"E02003066","E02003067",137,4,8,112,0
"E02003066","E02003068",63,1,0,58,1
"E02003066","E02003070",65,1,1,53,0
"E02003066","E02003072",30,0,1,25,0
"E02003066","E02003094",46,0,0,40,0
"E02003066","E02003098",34,0,1,31,0
"E02003066","E02003100",42,0,0,41,0
"E02003066","E02003106",78,1,0,73,0
"E02003066","E02003107",22,0,0,21,1
"E02003066","E02006887",79,0,0,61,1
"E02003066","E02006889",22,1,0,21,0
"E02003067","E02003014",67,0,0,66,0
"E02003067","E02003015",49,1,0,45,0
"E02003067","E02003019",124,7,1,110,0
"E02003067","E02003034",20,0,0,15,0
"E02003067","E02003036",28,3,0,15,1
"E02003067","E02003037",30,0,0,26,0
"E02003067","E02003041",23,0,0,22,0
"E02003067","E02003043",287,11,0,227,2
"E02003067","E02003050",27,1,4,20,0
"E02003067","E02003052",23,1,0,20,0
"E02003067","E02003065",428,17,122,262,1
"E02003067","E02003066",94,2,7,78,0
"E02003067","E02003067",275,11,101,146,0
"E02003067","E02003068",86,9,0,72,0
"E02003067","E02003070",108,10,2,90,0
"E02003067","E02003072",44,1,1,41,0
"E02003067","E02003094",73,0,6,57,0
"E02003067","E02003098",31,0,1,30,0
"E02003067","E02003100",84,0,0,79,1
"E02003067","E02003106",77,0,0,72,0
"E02003067","E02003107",34,1,0,32,0
"E02003067","E02006887",106,2,1,73,0
"E02003068","E02003014",51,1,4,42,0
"E02003068","E02003015",36,1,0,33,0
"E02003068","E02003019",87,11,2,64,0
"E02003068","E02003034",20,1,1,16,0
"E02003068","E02003036",29,2,1,13,1
"E02003068","E02003037",42,4,5,29,0
"E02003068","E02003041",47,2,4,37,0
"E02003068","E02003043",302,29,25,176,1
"E02003068","E02003047",20,0,3,15,0
"E02003068","E02003050",26,0,0,22,0
"E02003068","E02003052",23,0,0,19,0
"E02003068","E02003065",82,4,4,57,0
"E02003068","E02003066",22,0,0,16,0
"E02003068","E02003067",50,0,1,41,1
"E02003068","E02003068",362,11,113,201,0
"E02003068","E02003070",112,9,19,65,0
"E02003068","E02003072",33,0,5,26,0
"E02003068","E02003094",27,0,2,24,0
"E02003068","E02003098",22,0,0,22,0
"E02003068","E02003100",45,2,2,39,0
"E02003068","E02003106",45,4,1,38,0
"E02003068","E02006887",113,5,3,90,0
"E02003070","E02003014",45,0,0,44,0
"E02003070","E02003015",53,2,0,49,0
"E02003070","E02003017",22,0,0,22,0
"E02003070","E02003019",83,2,0,79,0
"E02003070","E02003027",20,0,0,16,0
"E02003070","E02003028",21,1,0,19,0
"E02003070","E02003033",45,3,0,39,0
"E02003070","E02003034",47,1,0,41,0
"E02003070","E02003036",58,2,4,28,1
"E02003070","E02003037",88,5,1,71,1
"E02003070","E02003041",78,4,0,66,0
"E02003070","E02003043",696,85,13,409,7
"E02003070","E02003047",83,1,1,75,0
"E02003070","E02003050",71,4,2,58,0
"E02003070","E02003052",79,3,1,68,0
"E02003070","E02003057",49,6,0,41,0
"E02003070","E02003064",21,1,0,19,0
"E02003070","E02003065",119,4,13,93,0
"E02003070","E02003066",53,1,0,50,0
"E02003070","E02003067",96,6,11,76,0
"E02003070","E02003068",92,2,1,83,0
"E02003070","E02003070",348,13,108,208,1
"E02003070","E02003072",116,2,3,96,0
"E02003070","E02003073",51,0,5,42,0
"E02003070","E02003075",84,6,3,69,0
"E02003070","E02003094",58,2,2,47,0
"E02003070","E02003098",38,2,0,35,0
"E02003070","E02003100",74,1,0,70,0
"E02003070","E02003106",168,10,2,139,7
"E02003070","E02003107",35,0,0,30,1
"E02003070","E02006887",282,19,6,172,11
"E02003070","E02006889",28,2,0,22,0
"E02003072","E02003014",40,0,1,38,0
"E02003072","E02003019",58,0,0,53,0
"E02003072","E02003034",24,0,0,15,2
"E02003072","E02003036",45,1,2,24,2
"E02003072","E02003037",28,0,0,27,0
"E02003072","E02003041",24,1,0,22,0
"E02003072","E02003043",292,8,1,190,8
"E02003072","E02003047",28,1,1,23,0
"E02003072","E02003050",27,0,0,23,1
"E02003072","E02003052",31,0,0,28,1
"E02003072","E02003054",22,0,0,19,0
"E02003072","E02003056",20,0,0,19,0
"E02003072","E02003057",22,0,1,20,1
"E02003072","E02003065",42,0,4,32,0
"E02003072","E02003066",39,1,1,36,0
"E02003072","E02003067",49,0,1,46,0
"E02003072","E02003068",74,2,3,67,0
"E02003072","E02003070",197,6,30,142,0
"E02003072","E02003072",650,49,239,314,1
"E02003072","E02003073",242,14,87,129,0
"E02003072","E02003075",110,4,5,90,0
"E02003072","E02003094",43,0,1,38,0
"E02003072","E02003098",24,1,0,23,0
"E02003072","E02003100",38,0,1,34,0
"E02003072","E02003106",66,0,0,55,8
"E02003072","E02006887",163,3,2,75,49
"E02003073","E02003014",27,0,0,26,0
"E02003073","E02003019",41,0,0,39,0
"E02003073","E02003036",35,2,0,22,0
"E02003073","E02003037",25,0,1,22,1
"E02003073","E02003041",25,1,0,20,1
"E02003073","E02003043",265,8,1,175,18
"E02003073","E02003047",22,0,5,15,0
"E02003073","E02003050",29,1,0,24,3
"E02003073","E02003052",34,1,0,28,3
"E02003073","E02003065",26,0,4,22,0
"E02003073","E02003066",25,0,1,23,0
"E02003073","E02003067",34,0,2,32,0
"E02003073","E02003068",42,0,0,42,0
"E02003073","E02003070",134,5,27,89,4
"E02003073","E02003072",378,19,130,213,0
"E02003073","E02003073",202,12,83,93,4
"E02003073","E02003075",79,4,5,63,0
"E02003073","E02003094",27,0,1,21,0
"E02003073","E02003100",54,0,1,52,0
"E02003073","E02003106",88,0,0,62,22
"E02003073","E02006887",144,7,0,65,46
"E02003073","E02006889",20,1,0,18,1
"E02003075","E02003019",31,0,1,27,0
"E02003075","E02003033",23,1,0,20,0
"E02003075","E02003036",25,2,0,14,2
"E02003075","E02003037",28,1,0,23,0
"E02003075","E02003041",33,1,0,29,0
"E02003075","E02003043",280,16,0,188,19
"E02003075","E02003047",30,2,0,25,0
"E02003075","E02003050",39,0,0,35,1
"E02003075","E02003052",26,0,0,25,0
"E02003075","E02003056",22,0,0,19,0
"E02003075","E02003067",23,0,1,21,0
"E02003075","E02003068",28,1,0,27,0
"E02003075","E02003070",85,1,5,63,0
"E02003075","E02003072",106,4,6,85,0
"E02003075","E02003073",35,0,2,30,0
"E02003075","E02003075",207,10,73,113,0
"E02003075","E02003100",27,0,0,24,1
"E02003075","E02003106",53,2,0,37,11
"E02003075","E02006887",139,10,1,74,34
"E02003090","E02003014",28,0,0,26,0
"E02003090","E02003015",44,1,0,39,0
"E02003090","E02003019",35,0,0,32,0
"E02003090","E02003043",117,0,0,97,0
"E02003090","E02003090",399,19,134,210,0
"E02003090","E02003091",411,18,113,239,0
"E02003090","E02003092",52,1,2,47,0
"E02003090","E02003093",160,5,6,136,0
"E02003090","E02003094",108,4,2,90,0
"E02003090","E02003095",23,0,4,17,0
"E02003090","E02003098",62,2,1,55,0
"E02003090","E02003100",97,5,2,74,0
"E02003090","E02003106",134,8,6,105,0
"E02003090","E02003107",39,1,1,31,0
"E02003090","E02003108",52,1,1,44,1
"E02003090","E02004662",51,3,0,47,0
"E02003090","E02004665",29,0,0,25,0
"E02003090","E02006887",64,0,1,54,0
"E02003091","E02003014",41,1,1,34,0
"E02003091","E02003015",45,1,0,39,0
"E02003091","E02003019",55,0,0,54,0
"E02003091","E02003043",109,1,3,71,4
"E02003091","E02003090",337,13,82,206,0
"E02003091","E02003091",557,22,235,264,0
"E02003091","E02003092",57,3,1,50,0
"E02003091","E02003093",134,3,3,114,1
"E02003091","E02003094",127,2,9,97,0
"E02003091","E02003095",30,1,1,26,0
"E02003091","E02003098",51,1,2,41,0
"E02003091","E02003100",79,7,2,55,0
"E02003091","E02003106",153,9,7,118,0
"E02003091","E02003107",46,1,1,39,1
"E02003091","E02003108",35,0,1,32,0
"E02003091","E02004662",30,0,0,27,0
"E02003091","E02004665",28,0,0,27,0
"E02003091","E02006887",64,2,1,48,0
"E02003092","E02003015",36,0,0,35,0
"E02003092","E02003019",23,0,1,21,0
"E02003092","E02003024",21,1,0,18,0
"E02003092","E02003034",21,0,0,18,0
"E02003092","E02003036",22,0,0,14,0
"E02003092","E02003043",132,1,2,106,4
"E02003092","E02003090",74,2,3,61,0
"E02003092","E02003091",96,0,1,85,0
"E02003092","E02003092",434,14,96,299,0
"E02003092","E02003093",53,0,0,50,0
"E02003092","E02003094",62,2,0,49,0
"E02003092","E02003095",85,2,1,77,0
"E02003092","E02003096",21,0,2,17,0
"E02003092","E02003097",81,1,2,70,1
"E02003092","E02003098",38,1,0,36,0
"E02003092","E02003099",43,0,0,39,0
"E02003092","E02003100",58,3,0,54,0
"E02003092","E02003102",22,0,1,20,0
"E02003092","E02003106",178,4,3,158,3
"E02003092","E02003107",40,2,0,37,0
"E02003092","E02003108",98,7,0,86,0
"E02003092","E02003113",57,0,2,54,0
"E02003092","E02004662",50,1,0,39,0
"E02003092","E02004664",22,0,0,20,0
"E02003092","E02004665",187,9,6,157,0
"E02003092","E02006887",68,0,1,53,7
"E02003093","E02003013",20,1,0,18,0
"E02003093","E02003014",28,0,1,26,0
"E02003093","E02003015",60,0,0,58,0
"E02003093","E02003019",41,0,0,40,0
"E02003093","E02003037",21,0,0,14,2
"E02003093","E02003043",144,3,1,121,4
"E02003093","E02003090",136,4,4,121,0
"E02003093","E02003091",185,5,17,153,0
"E02003093","E02003092",33,0,0,31,0
"E02003093","E02003093",295,13,72,190,0
"E02003093","E02003094",127,3,0,99,0
"E02003093","E02003095",22,0,1,19,0
"E02003093","E02003098",52,6,0,42,0
"E02003093","E02003100",102,8,1,84,0
"E02003093","E02003106",160,8,4,142,0
"E02003093","E02003107",53,2,0,45,0
"E02003093","E02003108",37,1,0,30,0
"E02003093","E02006887",60,2,0,44,1
"E02003093","E02006889",20,0,1,14,1
"E02003094","E02003012",34,0,1,32,0
"E02003094","E02003013",32,0,1,28,1
"E02003094","E02003014",110,4,0,97,3
"E02003094","E02003015",95,2,0,91,0
"E02003094","E02003017",35,0,0,34,0
"E02003094","E02003019",172,2,2,142,4
"E02003094","E02003027",27,0,0,24,0
"E02003094","E02003031",22,0,0,22,0
"E02003094","E02003034",26,0,0,22,0
"E02003094","E02003036",26,0,0,16,0
"E02003094","E02003037",28,0,0,23,2
"E02003094","E02003041",36,0,0,32,1
"E02003094","E02003043",211,6,0,150,17
"E02003094","E02003068",30,0,2,25,0
"E02003094","E02003070",30,0,3,25,0
"E02003094","E02003090",59,3,1,55,0
"E02003094","E02003091",94,2,3,80,0
"E02003094","E02003092",27,0,2,25,0
"E02003094","E02003093",116,3,0,106,0
"E02003094","E02003094",512,15,65,353,1
"E02003094","E02003098",106,4,2,94,1
"E02003094","E02003100",191,12,4,164,0
"E02003094","E02003101",20,1,1,18,0
"E02003094","E02003106",154,5,1,137,0
"E02003094","E02003107",78,2,1,69,0
"E02003094","E02003108",41,2,1,36,0
"E02003094","E02006887",110,2,2,85,9
"E02003094","E02006889",25,0,0,23,0
"E02003095","E02003015",36,1,0,31,0
"E02003095","E02003019",26,0,0,25,0
"E02003095","E02003024",29,0,2,22,0
"E02003095","E02003026",20,0,0,18,1
"E02003095","E02003043",115,0,1,62,9
"E02003095","E02003090",37,0,1,31,2
"E02003095","E02003091",31,0,2,29,0
"E02003095","E02003092",225,20,23,161,0
"E02003095","E02003093",24,1,1,22,0
"E02003095","E02003094",77,3,12,52,0
"E02003095","E02003095",420,20,146,214,2
"E02003095","E02003096",119,8,34,64,0
"E02003095","E02003097",151,6,26,108,0
"E02003095","E02003098",64,0,1,58,0
"E02003095","E02003099",125,5,25,82,0
"E02003095","E02003100",79,0,4,70,1
"E02003095","E02003105",22,1,2,17,0
"E02003095","E02003106",225,7,2,189,8
"E02003095","E02003107",49,1,0,43,1
"E02003095","E02003108",236,21,12,175,0
"E02003095","E02003110",43,2,0,39,0
"E02003095","E02003111",23,0,3,18,0
"E02003095","E02003113",39,1,0,32,0
"E02003095","E02003115",22,0,2,18,0
"E02003095","E02004665",53,1,0,47,0
"E02003095","E02006887",95,1,2,64,12
"E02003096","E02003014",23,2,0,20,0
"E02003096","E02003015",29,0,1,24,0
"E02003096","E02003019",36,1,0,35,0
"E02003096","E02003024",37,0,2,29,0
"E02003096","E02003036",24,0,0,11,3
"E02003096","E02003043",96,2,3,46,13
"E02003096","E02003090",39,0,4,35,0
"E02003096","E02003091",40,0,1,38,1
"E02003096","E02003092",226,22,28,151,1
"E02003096","E02003093",28,1,2,23,0
"E02003096","E02003094",77,0,2,62,0
"E02003096","E02003095",289,19,125,115,2
"E02003096","E02003096",204,10,95,84,1
"E02003096","E02003097",139,7,16,104,1
"E02003096","E02003098",44,0,0,40,0
"E02003096","E02003099",107,7,30,61,0
"E02003096","E02003100",97,2,1,87,1
"E02003096","E02003103",21,0,2,15,0
"E02003096","E02003105",29,1,0,25,0
"E02003096","E02003106",196,5,1,149,18
"E02003096","E02003107",50,2,0,46,0
"E02003096","E02003108",218,26,23,151,0
"E02003096","E02003110",40,2,2,32,0
"E02003096","E02003113",41,0,0,36,0
"E02003096","E02004665",29,0,1,25,0
"E02003096","E02006887",88,3,1,48,21
"E02003097","E02003019",25,2,1,20,0
"E02003097","E02003024",24,1,0,19,0
"E02003097","E02003036",25,0,0,12,0
"E02003097","E02003043",94,3,1,52,7
"E02003097","E02003090",29,0,2,25,0
"E02003097","E02003091",41,0,0,36,0
"E02003097","E02003092",141,7,3,113,0
"E02003097","E02003093",21,0,0,18,0
"E02003097","E02003094",51,1,4,40,0
"E02003097","E02003095",166,10,56,87,0
"E02003097","E02003096",65,9,9,40,0
"E02003097","E02003097",309,9,130,159,1
"E02003097","E02003098",41,1,0,36,1
"E02003097","E02003099",87,5,12,62,0
"E02003097","E02003100",67,2,3,58,0
"E02003097","E02003103",23,1,1,19,0
"E02003097","E02003106",166,7,1,136,7
"E02003097","E02003107",28,1,1,21,1
"E02003097","E02003108",180,13,11,135,0
"E02003097","E02003110",24,0,1,20,0
"E02003097","E02003113",34,0,2,31,0
"E02003097","E02004665",31,0,0,30,0
"E02003097","E02006887",47,3,0,31,5
"E02003098","E02003014",62,0,0,54,0
"E02003098","E02003015",94,6,0,75,0
"E02003098","E02003017",37,1,0,33,0
"E02003098","E02003019",76,2,1,68,0
"E02003098","E02003024",31,1,1,27,0
"E02003098","E02003025",35,2,2,28,0
"E02003098","E02003026",41,5,3,29,0
"E02003098","E02003027",24,1,0,19,0
"E02003098","E02003032",20,1,0,17,0
"E02003098","E02003034",34,1,1,28,0
"E02003098","E02003036",61,2,4,35,0
"E02003098","E02003037",31,0,0,28,0
"E02003098","E02003043",290,6,1,168,24
"E02003098","E02003050",28,3,0,21,1
"E02003098","E02003064",21,0,1,19,0
"E02003098","E02003068",31,0,0,29,0
"E02003098","E02003070",34,0,0,29,0
"E02003098","E02003090",52,0,0,50,0
"E02003098","E02003091",88,2,2,79,0
"E02003098","E02003092",56,1,2,51,0
"E02003098","E02003093",67,1,2,60,0
"E02003098","E02003094",330,12,9,225,0
"E02003098","E02003095",31,0,2,26,1
"E02003098","E02003097",28,0,0,28,0
"E02003098","E02003098",584,44,163,334,1
"E02003098","E02003100",490,37,89,323,0
"E02003098","E02003101",184,11,64,88,0
"E02003098","E02003102",21,2,0,18,0
"E02003098","E02003104",21,0,2,18,0
"E02003098","E02003105",40,3,2,31,1
"E02003098","E02003106",619,65,32,457,3
"E02003098","E02003107",148,17,4,112,1
"E02003098","E02003108",72,5,1,62,0
"E02003098","E02003110",33,1,1,29,0
"E02003098","E02006887",192,4,2,102,45
"E02003098","E02006888",20,0,0,14,1
"E02003098","E02006889",42,1,0,40,0
"E02003099","E02003015",26,2,0,23,0
"E02003099","E02003019",21,0,0,18,0
"E02003099","E02003024",22,2,1,16,0
"E02003099","E02003043",94,1,1,53,5
"E02003099","E02003091",28,0,0,22,0
"E02003099","E02003092",216,24,19,146,1
"E02003099","E02003094",56,0,2,50,0
"E02003099","E02003095",341,18,135,152,1
"E02003099","E02003096",133,14,44,64,0
"E02003099","E02003097",123,3,13,87,1
"E02003099","E02003098",64,0,0,58,1
"E02003099","E02003099",188,14,75,85,1
"E02003099","E02003100",57,2,1,49,0
"E02003099","E02003103",46,4,17,23,0
"E02003099","E02003105",36,0,1,31,0
"E02003099","E02003106",158,8,3,119,7
"E02003099","E02003107",32,0,1,27,0
"E02003099","E02003108",288,37,35,190,0
"E02003099","E02003110",37,0,0,36,0
"E02003099","E02003113",25,0,0,23,0
"E02003099","E02003115",22,0,0,20,0
"E02003099","E02006887",79,5,2,41,19
"E02003099","E02006889",23,2,0,18,0
"E02003100","E02003012",24,1,0,22,0
"E02003100","E02003013",26,1,0,25,0
"E02003100","E02003014",130,2,2,112,0
"E02003100","E02003015",143,7,2,111,0
"E02003100","E02003017",35,0,1,32,0
"E02003100","E02003019",125,8,2,98,0
"E02003100","E02003020",22,0,0,20,0
"E02003100","E02003024",20,0,0,18,0
"E02003100","E02003025",22,0,3,18,0
"E02003100","E02003026",25,2,2,18,0
"E02003100","E02003027",39,1,0,29,0
"E02003100","E02003032",22,1,0,19,0
